=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.08.26 15:24:21 =~=~=~=~=~=~=~=~=~=~=~=,,,,,
3.56,2.944,3.947,4,,
3.565,2.894,4.008,4,,
3.57,2.875,4.03,4,,
3.575,2.899,4,4,,
3.58,2.916,3.98,4,,
3.585,2.87,4.035,4,,
3.59,2.898,4,4,,
3.595,2.937,3.955,4,,
3.6,2.939,3.955,4,,
3.605,2.883,4.023,4,,
3.61,2.88,4.025,4,,
3.615,2.909,3.99,4,,
3.62,2.894,4.008,4,,
3.625,2.873,4.033,4,,
3.63,2.91,3.988,4,,
3.635,2.94,3.952,4,,
3.64,2.902,4,4,,
3.645,2.904,3.997,4,,
3.65,2.928,3.97,4,,
3.655,2.927,3.972,4,,
3.66,2.862,4.05,4,,
3.665,2.864,4.045,4,,
3.67,2.911,3.988,4,,
3.675,2.918,3.98,4,,
3.68,2.895,4.008,4,,
3.685,2.916,3.983,4,,
3.69,2.943,3.952,4,,
3.695,2.907,3.997,4,,
3.7,2.883,4.025,4,,
3.705,2.908,3.995,4,,
3.71,2.914,3.988,4,,
3.715,2.861,4.05,4,,
3.72,2.882,4.023,4,,
3.725,2.933,3.963,4,,
3.73,2.937,3.96,4,,
3.735,2.883,4.025,4,,
3.74,2.893,4.012,4,,
3.745,2.916,3.985,4,,
3.75,2.89,4.015,4,,
3.755,2.873,4.035,4,,
3.76,2.907,3.993,4,,
3.765,2.934,3.963,4,,
3.77,2.895,4.01,4,,
3.775,2.901,4.003,4,,
3.78,2.924,3.975,4,,
3.785,2.923,3.977,4,,
3.79,2.86,4.053,4,,
3.795,2.861,4.047,4,,
3.8,2.904,3.995,4,,
3.805,2.913,3.985,4,,
3.81,2.892,4.01,4,,
3.815,2.911,3.988,4,,
3.82,2.953,3.94,4,,
3.825,2.902,4.003,4,,
3.83,2.872,4.037,4,,
3.835,2.898,4.005,4,,
3.84,2.913,3.988,4,,
3.845,2.862,4.047,4,,
3.85,2.879,4.025,4,,
3.855,2.931,3.963,4,,
3.86,2.942,3.952,4,,
3.865,2.886,4.02,4,,
3.87,2.883,4.023,4,,
3.875,2.914,3.985,4,,
3.88,2.889,4.015,4,,
3.885,2.869,4.037,4,,
3.89,2.901,3.997,4,,
3.895,2.929,3.965,4,,
3.9,2.886,4.017,4,,
3.905,2.902,3.997,4,,
3.91,2.928,3.967,4,,
3.915,2.928,3.97,4,,
3.92,2.862,4.047,4,,
3.925,2.862,4.045,4,,
3.93,2.897,4.003,4,,
3.935,2.899,4,4,,
3.94,2.881,4.02,4,,
3.945,2.909,3.988,4,,
3.95,2.941,3.95,4,,
3.955,2.907,3.993,4,,
3.96,2.89,4.012,4,,
3.965,2.907,3.993,4,,
3.97,2.909,3.99,4,,
3.975,2.856,4.053,4,,
3.98,2.86,4.045,4,,
3.985,2.912,3.983,4,,
3.99,2.928,3.965,4,,
3.995,2.891,4.01,4,,
4,2.899,4,4,,
4.005,2.92,3.975,4,,
4.01,2.893,4.008,4,,
4.015,2.869,4.035,4,,
4.02,2.896,4.003,4,,
4.025,2.911,3.985,4,,
4.03,2.862,4.043,4,,
4.035,2.881,4.017,4,,
4.04,2.928,3.963,4,,
4.045,2.936,3.955,4,,
4.05,2.882,4.02,4,,
4.055,2.886,4.015,4,,
4.06,2.9,3.997,4,,
4.065,2.883,4.017,4,,
4.07,2.865,4.037,4,,
4.075,2.895,4,4,,
4.08,2.915,3.977,4,,
4.085,2.884,4.015,4,,
4.09,2.896,4,4,,
4.095,2.926,3.965,4,,
4.1,2.928,3.965,4,,
4.105,2.869,4.035,4,,
4.11,2.863,4.04,4,,
4.115,2.891,4.005,4,,
4.12,2.889,4.008,4,,
4.125,2.875,4.023,4,,
4.13,2.9,3.993,4,,
4.135,2.935,3.952,4,,
4.14,2.892,4.005,4,,
4.145,2.892,4.005,4,,
4.15,2.917,3.975,4,,
4.155,2.921,3.972,4,,
4.16,2.849,4.057,4,,
4.165,2.857,4.045,4,,
4.17,2.891,4.003,4,,
4.175,2.891,4.003,4,,
4.18,2.867,4.03,4,,
4.185,2.905,3.985,4,,
4.19,2.944,3.94,4,,
4.195,2.895,4,4,,
4.2,2.876,4.023,4,,
4.205,2.909,3.983,4,,
4.21,2.904,3.99,4,,
4.215,2.84,4.065,4,,
4.22,2.858,4.04,4,,
4.225,2.899,3.99,4,,
4.23,2.9,3.99,4,,
4.235,2.879,4.015,4,,
4.24,2.906,3.983,4,,
4.245,2.935,3.95,4,,
4.25,2.892,4.003,4,,
4.255,2.877,4.02,4,,
4.26,2.895,3.997,4,,
4.265,2.898,3.995,4,,
4.27,2.842,4.06,4,,
4.275,2.863,4.033,4,,
4.28,2.902,3.985,4,,
4.285,2.916,3.97,4,,
4.29,2.88,4.012,4,,
4.295,2.891,4,4,,
4.3,2.931,3.952,4,,
4.305,2.886,4.008,4,,
4.31,2.858,4.04,4,,
4.315,2.886,4.005,4,,
4.32,2.901,3.988,4,,
4.325,2.848,4.05,4,,
4.33,2.861,4.033,4,,
4.335,2.917,3.965,4,,
4.34,2.925,3.957,4,,
4.345,2.876,4.017,4,,
4.35,2.881,4.01,4,,
4.355,2.917,3.967,4,,
4.36,2.878,4.015,4,,
4.365,2.854,4.043,4,,
4.37,2.888,4,4,,
4.375,2.903,3.983,4,,
4.38,2.85,4.045,4,,
4.385,2.872,4.017,4,,
4.39,2.918,3.963,4,,
4.395,2.922,3.96,4,,
4.4,2.875,4.017,4,,
4.405,2.882,4.008,4,,
4.41,2.917,3.967,4,,
4.415,2.884,4.008,4,,
4.42,2.857,4.037,4,,
4.425,2.888,4,4,,
4.43,2.903,3.983,4,,
4.435,2.854,4.04,4,,
4.44,2.872,4.017,4,,
4.445,2.912,3.97,4,,
4.45,2.924,3.957,4,,
4.455,2.883,4.008,4,,
4.46,2.885,4.005,4,,
4.465,2.923,3.96,4,,
4.47,2.893,3.997,4,,
4.475,2.861,4.035,4,,
4.48,2.889,4,4,,
4.485,2.909,3.977,4,,
4.49,2.852,4.045,4,,
4.495,2.862,4.03,4,,
4.5,2.908,3.975,4,,
4.505,2.92,3.963,4,,
4.51,2.883,4.008,4,,
4.515,2.896,3.993,4,,
4.52,2.937,3.945,4,,
4.525,2.895,3.997,4,,
4.53,2.869,4.027,4,,
4.535,2.889,4.003,4,,
4.54,2.898,3.993,4,,
4.545,2.842,4.057,4,,
4.55,2.858,4.035,4,,
4.555,2.904,3.98,4,,
4.56,2.907,3.977,4,,
4.565,2.887,4.003,4,,
4.57,2.906,3.98,4,,
4.575,2.942,3.94,4,,
4.58,2.899,3.993,4,,
4.585,2.876,4.02,4,,
4.59,2.896,3.995,4,,
4.595,2.895,3.997,4,,
4.6,2.841,4.06,4,,
4.605,2.855,4.04,4,,
4.61,2.892,3.995,4,,
4.615,2.901,3.985,4,,
4.62,2.884,4.005,4,,
4.625,2.906,3.98,4,,
4.63,2.941,3.94,4,,
4.635,2.897,3.995,4,,
4.64,2.882,4.012,4,,
4.645,2.9,3.99,4,,
4.65,2.903,3.988,4,,
4.655,2.846,4.055,4,,
4.66,2.843,4.055,4,,
4.665,2.894,3.993,4,,
4.67,2.897,3.99,4,,
4.675,2.876,4.015,4,,
4.68,2.903,3.983,4,,
4.685,2.942,3.938,4,,
4.69,2.892,4,4,,
4.695,2.881,4.012,4,,
4.7,2.913,3.975,4,,
4.705,2.909,3.98,4,,
4.71,2.842,4.06,4,,
4.715,2.852,4.045,4,,
4.72,2.89,3.997,4,,
4.725,2.89,3.997,4,,
4.73,2.869,4.023,4,,
4.735,2.9,3.985,4,,
4.74,2.94,3.94,4,,
4.745,2.891,4,4,,
4.75,2.884,4.008,4,,
4.755,2.916,3.97,4,,
4.76,2.911,3.977,4,,
4.765,2.846,4.055,4,,
4.77,2.854,4.043,4,,
4.775,2.888,4,4,,
4.78,2.884,4.005,4,,
4.785,2.869,4.023,4,,
4.79,2.902,3.983,4,,
4.795,2.927,3.955,4,,
4.8,2.888,4.003,4,,
4.805,2.89,4,4,,
4.81,2.918,3.967,4,,
4.815,2.926,3.96,4,,
4.82,2.861,4.037,4,,
4.825,2.859,4.037,4,,
4.83,2.892,3.997,4,,
4.835,2.886,4.005,4,,
4.84,2.862,4.033,4,,
4.845,2.89,3.997,4,,
4.85,2.918,3.965,4,,
4.855,2.873,4.02,4,,
4.86,2.885,4.005,4,,
4.865,2.925,3.957,4,,
4.87,2.93,3.955,4,,
4.875,2.871,4.025,4,,
4.88,2.877,4.017,4,,
4.885,2.908,3.98,4,,
4.89,2.885,4.008,4,,
4.895,2.864,4.033,4,,
4.9,2.899,3.99,4,,
4.905,2.914,3.972,4,,
4.91,2.859,4.037,4,,
4.915,2.868,4.025,4,,
4.92,2.923,3.96,4,,
4.925,2.929,3.955,4,,
4.93,2.889,4.005,4,,
4.935,2.899,3.993,4,,
4.94,2.921,3.967,4,,
4.945,2.895,4,4,,
4.95,2.875,4.023,4,,
4.955,2.898,3.995,4,,
4.96,2.902,3.99,4,,
4.965,2.853,4.047,4,,
4.97,2.864,4.033,4,,
4.975,2.914,3.972,4,,
4.98,2.92,3.967,4,,
4.985,2.893,4,4,,
4.99,2.913,3.977,4,,
4.995,2.937,3.95,4,,
5,2.905,3.99,4,,
5.005,2.895,4.003,4,,
5.01,2.904,3.993,4,,
5.015,2.912,3.983,4,,
5.02,2.857,4.047,4,,
5.025,2.859,4.043,4,,
5.03,2.903,3.99,4,,
5.035,2.914,3.977,4,,
5.04,2.88,4.017,4,,
5.045,2.905,3.988,4,,
5.05,2.945,3.943,4,,
5.055,2.904,3.993,4,,
5.06,2.894,4.005,4,,
5.065,2.918,3.977,4,,
5.07,2.923,3.972,4,,
5.075,2.855,4.053,4,,
5.08,2.864,4.04,4,,
5.085,2.907,3.988,4,,
5.09,2.907,3.988,4,,
5.095,2.88,4.02,4,,
5.1,2.914,3.98,4,,
5.105,2.945,3.945,4,,
5.11,2.896,4.005,4,,
5.115,2.902,3.997,4,,
5.12,2.928,3.967,4,,
5.125,2.923,3.975,4,,
5.13,2.862,4.047,4,,
5.135,2.866,4.04,4,,
5.14,2.905,3.993,4,,
5.145,2.899,4,4,,
5.15,2.877,4.025,4,,
5.155,2.91,3.985,4,,
5.16,2.937,3.955,4,,
5.165,2.898,4.003,4,,
5.17,2.905,3.995,4,,
5.175,2.922,3.975,4,,
5.18,2.925,3.972,4,,
5.185,2.862,4.047,4,,
5.19,2.862,4.045,4,,
5.195,2.903,3.995,4,,
5.2,2.903,3.995,4,,
5.205,2.88,4.023,4,,
5.21,2.915,3.98,4,,
5.215,2.942,3.95,4,,
5.22,2.901,4,4,,
5.225,2.901,4,4,,
5.23,2.925,3.972,4,,
5.235,2.922,3.977,4,,
5.24,2.856,4.055,4,,
5.245,2.862,4.045,4,,
5.25,2.905,3.993,4,,
5.255,2.904,3.995,4,,
5.26,2.882,4.02,4,,
5.265,2.916,3.98,4,,
5.27,2.945,3.947,4,,
5.275,2.9,4.003,4,,
5.28,2.891,4.012,4,,
5.285,2.919,3.98,4,,
5.29,2.913,3.988,4,,
5.295,2.856,4.055,4,,
5.3,2.866,4.04,4,,
5.305,2.905,3.993,4,,
5.31,2.914,3.983,4,,
5.315,2.891,4.01,4,,
5.32,2.914,3.983,4,,
5.325,2.941,3.952,4,,
5.33,2.907,3.995,4,,
5.335,2.898,4.005,4,,
5.34,2.913,3.988,4,,
5.345,2.914,3.988,4,,
5.35,2.86,4.05,4,,
5.355,2.867,4.04,4,,
5.36,2.918,3.977,4,,
5.365,2.924,3.972,4,,
5.37,2.893,4.01,4,,
5.375,2.91,3.99,4,,
5.38,2.938,3.957,4,,
5.385,2.904,4,4,,
5.39,2.882,4.025,4,,
5.395,2.904,3.997,4,,
5.4,2.918,3.983,4,,
5.405,2.862,4.047,4,,
5.41,2.875,4.03,4,,
5.415,2.928,3.967,4,,
5.42,2.936,3.96,4,,
5.425,2.892,4.012,4,,
5.43,2.9,4.003,4,,
5.435,2.924,3.975,4,,
5.44,2.897,4.008,4,,
5.445,2.873,4.035,4,,
5.45,2.906,3.995,4,,
5.455,2.921,3.977,4,,
5.46,2.877,4.03,4,,
5.465,2.895,4.008,4,,
5.47,2.935,3.96,4,,
5.475,2.94,3.957,4,,
5.48,2.881,4.027,4,,
5.485,2.882,4.025,4,,
5.49,2.905,3.997,4,,
5.495,2.896,4.008,4,,
5.5,2.881,4.025,4,,
5.505,2.907,3.993,4,,
5.51,2.934,3.963,4,,
5.515,2.899,4.005,4,,
5.52,2.905,3.997,4,,
5.525,2.933,3.965,4,,
5.53,2.933,3.967,4,,
5.535,2.872,4.04,4,,
5.54,2.866,4.045,4,,
5.545,2.909,3.993,4,,
5.55,2.907,3.995,4,,
5.555,2.883,4.023,4,,
5.56,2.917,3.983,4,,
5.565,2.959,3.935,4,,
5.57,2.908,3.997,4,,
5.575,2.897,4.01,4,,
5.58,2.92,3.983,4,,
5.585,2.923,3.98,4,,
5.59,2.855,4.06,4,,
5.595,2.87,4.04,4,,
5.6,2.917,3.983,4,,
5.605,2.92,3.98,4,,
5.61,2.9,4.005,4,,
5.615,2.921,3.98,4,,
5.62,2.959,3.938,4,,
5.625,2.906,4.003,4,,
5.63,2.884,4.027,4,,
5.635,2.909,3.997,4,,
5.64,2.915,3.99,4,,
5.645,2.866,4.047,4,,
5.65,2.89,4.017,4,,
5.655,2.94,3.957,4,,
5.66,2.945,3.955,4,,
5.665,2.899,4.01,4,,
5.67,2.89,4.02,4,,
5.675,2.915,3.99,4,,
5.68,2.899,4.01,4,,
5.685,2.876,4.035,4,,
5.69,2.907,3.997,4,,
5.695,2.937,3.963,4,,
5.7,2.896,4.012,4,,
5.705,2.908,3.997,4,,
5.71,2.93,3.972,4,,
5.715,2.936,3.967,4,,
5.72,2.866,4.05,4,,
5.725,2.866,4.047,4,,
5.73,2.911,3.993,4,,
5.735,2.916,3.988,4,,
5.74,2.89,4.017,4,,
5.745,2.92,3.983,4,,
5.75,2.944,3.955,4,,
5.755,2.908,4,4,,
5.76,2.888,4.023,4,,
5.765,2.909,3.997,4,,
5.77,2.92,3.985,4,,
5.775,2.864,4.05,4,,
5.78,2.886,4.023,4,,
5.785,2.936,3.963,4,,
5.79,2.938,3.963,4,,
5.795,2.884,4.027,4,,
5.8,2.887,4.023,4,,
5.805,2.907,3.997,4,,
5.81,2.895,4.012,4,,
5.815,2.879,4.03,4,,
5.82,2.912,3.99,4,,
5.825,2.943,3.955,4,,
5.83,2.906,4,4,,
5.835,2.904,4.003,4,,
5.84,2.919,3.985,4,,
5.845,2.922,3.983,4,,
5.85,2.854,4.062,4,,
5.855,2.866,4.045,4,,
5.86,2.913,3.988,4,,
5.865,2.916,3.985,4,,
5.87,2.897,4.008,4,,
5.875,2.914,3.988,4,,
5.88,2.949,3.947,4,,
5.885,2.902,4.005,4,,
5.89,2.872,4.04,4,,
5.895,2.902,4.003,4,,
5.9,2.919,3.983,4,,
5.905,2.875,4.035,4,,
5.91,2.897,4.008,4,,
5.915,2.944,3.952,4,,
5.92,2.94,3.96,4,,
5.925,2.879,4.033,4,,
5.93,2.875,4.035,4,,
5.935,2.906,3.997,4,,
5.94,2.893,4.012,4,,
5.945,2.882,4.025,4,,
5.95,2.919,3.98,4,,
5.955,2.946,3.95,4,,
5.96,2.905,4,4,,
5.965,2.899,4.008,4,,
5.97,2.916,3.988,4,,
5.975,2.912,3.993,4,,
5.98,2.861,4.053,4,,
5.985,2.873,4.035,4,,
5.99,2.921,3.977,4,,
5.995,2.935,3.963,4,,
6,2.894,4.012,4,,
6.005,2.898,4.008,4,,
6.01,2.921,3.98,4,,
6.015,2.898,4.008,4,,
6.02,2.872,4.037,4,,
6.025,2.903,4,4,,
6.03,2.931,3.967,4,,
6.035,2.887,4.02,4,,
6.04,2.901,4.003,4,,
6.045,2.938,3.96,4,,
6.05,2.935,3.965,4,,
6.055,2.864,4.05,4,,
6.06,2.868,4.043,4,,
6.065,2.904,3.997,4,,
6.07,2.902,4,4,,
6.075,2.889,4.015,4,,
6.08,2.923,3.975,4,,
6.085,2.959,3.935,4,,
6.09,2.908,3.997,4,,
6.095,2.889,4.02,4,,
6.1,2.912,3.993,4,,
6.105,2.912,3.993,4,,
6.11,2.861,4.053,4,,
6.115,2.886,4.02,4,,
6.12,2.93,3.967,4,,
6.125,2.94,3.957,4,,
6.13,2.899,4.008,4,,
6.135,2.897,4.01,4,,
6.14,2.929,3.972,4,,
6.145,2.896,4.012,4,,
6.15,2.871,4.04,4,,
6.155,2.902,4.003,4,,
6.16,2.934,3.965,4,,
6.165,2.893,4.015,4,,
6.17,2.905,4,4,,
6.175,2.935,3.965,4,,
6.18,2.934,3.967,4,,
6.185,2.861,4.055,4,,
6.19,2.864,4.047,4,,
6.195,2.907,3.995,4,,
6.2,2.912,3.99,4,,
6.205,2.884,4.023,4,,
6.21,2.916,3.985,4,,
6.215,2.944,3.952,4,,
6.22,2.904,4.003,4,,
6.225,2.88,4.03,4,,
6.23,2.908,3.995,4,,
6.235,2.915,3.988,4,,
6.24,2.864,4.047,4,,
6.245,2.883,4.023,4,,
6.25,2.934,3.963,4,,
6.255,2.936,3.963,4,,
6.26,2.884,4.025,4,,
6.265,2.882,4.025,4,,
6.27,2.898,4.005,4,,
6.275,2.89,4.015,4,,
6.28,2.876,4.03,4,,
6.285,2.909,3.99,4,,
6.29,2.937,3.957,4,,
6.295,2.896,4.008,4,,
6.3,2.9,4.003,4,,
6.305,2.915,3.985,4,,
6.31,2.918,3.983,4,,
6.315,2.854,4.057,4,,
6.32,2.858,4.05,4,,
6.325,2.907,3.99,4,,
6.33,2.921,3.975,4,,
6.335,2.888,4.015,4,,
6.34,2.915,3.983,4,,
6.345,2.95,3.943,4,,
6.35,2.899,4.005,4,,
6.355,2.869,4.04,4,,
6.36,2.895,4.008,4,,
6.365,2.907,3.993,4,,
6.37,2.86,4.047,4,,
6.375,2.884,4.017,4,,
6.38,2.935,3.957,4,,
6.385,2.939,3.955,4,,
6.39,2.881,4.025,4,,
6.395,2.88,4.025,4,,
6.4,2.909,3.99,4,,
6.405,2.887,4.015,4,,
6.41,2.867,4.037,4,,
6.415,2.904,3.993,4,,
6.42,2.928,3.965,4,,
6.425,2.891,4.01,4,,
6.43,2.899,4,4,,
6.435,2.925,3.97,4,,
6.44,2.922,3.975,4,,
6.445,2.861,4.047,4,,
6.45,2.863,4.043,4,,
6.455,2.898,4,4,,
6.46,2.9,3.997,4,,
6.465,2.883,4.017,4,,
6.47,2.906,3.99,4,,
6.475,2.941,3.95,4,,
6.48,2.906,3.993,4,,
6.485,2.885,4.017,4,,
6.49,2.902,3.997,4,,
6.495,2.91,3.988,4,,
6.5,2.851,4.057,4,,
6.505,2.867,4.035,4,,
6.51,2.915,3.977,4,,
6.515,2.92,3.972,4,,
6.52,2.885,4.015,4,,
6.525,2.9,3.997,4,,
6.53,2.917,3.977,4,,
6.535,2.892,4.008,4,,
6.54,2.87,4.033,4,,
6.545,2.903,3.993,4,,
6.55,2.914,3.98,4,,
6.555,2.857,4.047,4,,
6.56,2.881,4.017,4,,
6.565,2.931,3.957,4,,
6.57,2.929,3.963,4,,
6.575,2.884,4.017,4,,
6.58,2.885,4.015,4,,
6.585,2.901,3.995,4,,
6.59,2.889,4.01,4,,
6.595,2.869,4.033,4,,
6.6,2.9,3.995,4,,
6.605,2.921,3.97,4,,
6.61,2.876,4.025,4,,
6.615,2.896,4,4,,
6.62,2.926,3.965,4,,
6.625,2.932,3.96,4,,
6.63,2.869,4.035,4,,
6.635,2.868,4.035,4,,
6.64,2.894,4.003,4,,
6.645,2.889,4.008,4,,
6.65,2.863,4.037,4,,
6.655,2.905,3.988,4,,
6.66,2.929,3.96,4,,
6.665,2.886,4.012,4,,
6.67,2.894,4.003,4,,
6.675,2.926,3.965,4,,
6.68,2.923,3.97,4,,
6.685,2.853,4.053,4,,
6.69,2.86,4.043,4,,
6.695,2.896,3.997,4,,
6.7,2.89,4.005,4,,
6.705,2.868,4.03,4,,
6.71,2.91,3.98,4,,
6.715,2.945,3.94,4,,
6.72,2.89,4.008,4,,
6.725,2.892,4.005,4,,
6.73,2.92,3.972,4,,
6.735,2.908,3.988,4,,
6.74,2.848,4.057,4,,
6.745,2.858,4.043,4,,
6.75,2.899,3.993,4,,
6.755,2.9,3.993,4,,
6.76,2.879,4.017,4,,
6.765,2.906,3.985,4,,
6.77,2.941,3.945,4,,
6.775,2.896,4,4,,
6.78,2.888,4.01,4,,
6.785,2.909,3.985,4,,
6.79,2.909,3.985,4,,
6.795,2.85,4.055,4,,
6.8,2.856,4.045,4,,
6.805,2.895,3.997,4,,
6.81,2.903,3.988,4,,
6.815,2.878,4.017,4,,
6.82,2.901,3.99,4,,
6.825,2.953,3.93,4,,
6.83,2.898,3.997,4,,
6.835,2.877,4.023,4,,
6.84,2.902,3.993,4,,
6.845,2.904,3.99,4,,
6.85,2.844,4.06,4,,
6.855,2.852,4.047,4,,
6.86,2.902,3.988,4,,
6.865,2.904,3.985,4,,
6.87,2.875,4.02,4,,
6.875,2.904,3.985,4,,
6.88,2.948,3.935,4,,
6.885,2.895,4,4,,
6.89,2.891,4.005,4,,
6.895,2.914,3.977,4,,
6.9,2.926,3.965,4,,
6.905,2.867,4.035,4,,
6.91,2.883,4.015,4,,
6.915,2.925,3.965,4,,
6.92,2.925,3.967,4,,
6.925,2.903,3.995,4,,
6.93,2.94,3.952,4,,
6.935,2.959,3.932,4,,
6.94,2.915,3.988,4,,
6.945,2.928,3.972,4,,
6.95,2.971,3.925,4,,
6.955,2.97,3.93,4,,
6.96,2.95,3.957,4,,
6.965,2.975,3.93,4,,
6.97,2.998,3.907,4,,
6.975,2.951,3.967,4,,
6.98,2.961,3.957,4,,
6.985,3.002,3.913,4,,
6.99,3,3.92,4,,
6.995,2.975,3.952,4,,
7,3.01,3.915,4,,
7.005,3.018,3.91,4,,
7.01,2.975,3.965,4,,
7.015,2.986,3.955,4,,
7.02,3.027,3.91,4,,
7.025,3.027,3.915,4,,
7.03,3.009,3.94,4,,
7.035,3.04,3.907,4,,
7.04,3.057,3.893,4,,
7.045,3.013,3.95,4,,
7.05,3.028,3.935,4,,
7.055,3.081,3.878,4,,
7.06,3.08,3.885,4,,
7.065,3.073,3.9,4,,
7.07,3.119,3.852,4,,
7.075,3.141,3.835,4,,
7.08,3.093,3.9,4,,
7.085,3.121,3.872,4,,
7.09,3.16,3.835,4,,
7.095,3.103,3.91,4,,
7.1,3.114,3.902,4,,
7.105,3.153,3.862,4,,
7.11,3.164,3.858,4,,
7.115,3.166,3.862,4,,
7.12,3.216,3.812,4,,
7.125,3.253,3.78,4,,
7.13,3.227,3.823,4,,
7.135,3.244,3.812,4,,
7.14,3.27,3.793,4,,
7.145,3.252,3.825,4,,
7.15,3.287,3.795,4,,
7.155,3.365,3.715,4,,
7.16,3.321,3.783,4,,
7.165,3.325,3.79,4,,
7.17,3.415,3.697,4,,
7.175,3.423,3.705,4,,
7.18,3.398,3.75,4,,
7.185,3.485,3.663,4,,
7.19,3.502,3.663,4,,
7.195,3.479,3.707,4,,
7.2,3.584,3.602,4,,
7.205,3.56,3.652,4,,
7.21,3.589,3.638,4,,
7.215,3.673,3.56,4,,
7.22,3.643,3.62,4,,
7.225,3.711,3.562,4,,
7.23,3.732,3.562,4,,
7.235,3.755,3.56,4,,
7.24,3.791,3.543,4,,
7.245,3.843,3.507,4,,
7.25,3.841,3.537,4,,
7.255,3.908,3.485,4,,
7.26,3.92,3.5,4,,
7.265,3.923,3.525,4,,
7.27,4.038,3.418,4,,
7.275,3.952,3.55,4,,
